question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
Where could you find millions of brownstone?,"['subdivision', 'new york city', 'apartment complex', 'brooklyn']",new york city,0,csqa,0.0,"{'proba': ['0.4', '0.1', '0.4', '0.1'], 'response_idx': '0'}",0,brooklyn,"['subdivision', 'new york city', 'apartment complex', 'brooklyn']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,brooklyn,"['subdivision', 'new york city', 'apartment complex', 'brooklyn']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,brooklyn,"['subdivision', 'new york city', 'apartment complex', 'brooklyn']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,brooklyn,"['subdivision', 'new york city', 'apartment complex', 'brooklyn']",{'brooklyn'},1.0,False
Which ground-breaking American musical was based on the book Green Grow The Lilacs?,"['energy in oklahoma', 'oklahoma united states', 'education in oklahoma', 'oklahoma']",oklahoma,0,trivia,1.0,"{'proba': ['0.9', '0.03', '0.03', '0.04'], 'response_idx': '0'}",0,oklahoma,"['energy in oklahoma', 'oklahoma united states', 'education in oklahoma', 'oklahoma']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,oklahoma,"['energy in oklahoma', 'oklahoma united states', 'education in oklahoma', 'oklahoma']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,oklahoma,"['energy in oklahoma', 'oklahoma united states', 'education in oklahoma', 'oklahoma']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,oklahoma,"['energy in oklahoma', 'oklahoma united states', 'education in oklahoma', 'oklahoma']",{'oklahoma'},1.0,True
Which terrorist group murdered Italian Prime Minister Aldo Moro?,"['brigate rosse', 'red brigade', 'italian red brigades', 'red brigades union of combatant communists']",red brigade,0,trivia,0.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,brigate rosse,"['brigate rosse', 'red brigade', 'italian red brigades', 'red brigades union of combatant communists']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,brigate rosse,"['brigate rosse', 'red brigade', 'italian red brigades', 'red brigades union of combatant communists']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,brigate rosse,"['brigate rosse', 'red brigade', 'italian red brigades', 'red brigades union of combatant communists']","{'proba': ['0.3', '0.2', '0.4', '0.1'], 'response_idx': '0'}",0,brigate rosse,"['brigate rosse', 'red brigade', 'italian red brigades', 'red brigades union of combatant communists']",{'brigate rosse'},1.0,False
"The mountain chorus frog is an endangered species in Maryland. In addition to the loss of habitat, what most likely caused this frog population to decline?","['native wetlands preservation', 'an increase in a food source', 'more frog breeding grounds', 'poisons dissolved in the water']",poisons dissolved in the water,0,arc,1.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,poisons dissolved in the water,"['native wetlands preservation', 'an increase in a food source', 'more frog breeding grounds', 'poisons dissolved in the water']","{'proba': ['0.3', '0.1', '0.1', '0.5'], 'response_idx': '3'}",3,poisons dissolved in the water,"['native wetlands preservation', 'an increase in a food source', 'more frog breeding grounds', 'poisons dissolved in the water']","{'proba': ['0.3', '0.2', '0.1', '0.4'], 'response_idx': '0'}",0,poisons dissolved in the water,"['native wetlands preservation', 'an increase in a food source', 'more frog breeding grounds', 'poisons dissolved in the water']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '3'}",3,poisons dissolved in the water,"['native wetlands preservation', 'an increase in a food source', 'more frog breeding grounds', 'poisons dissolved in the water']",{'poisons dissolved in the water'},1.0,True
What form of government is most associated with kingdoms?,"['king', 'ruled by government', 'europe', 'monarchy']",monarchy,0,csqa,1.0,"{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,monarchy,"['king', 'ruled by government', 'europe', 'monarchy']","{'proba': ['0.8', '0.05', '0.05', '0.1'], 'response_idx': '0'}",0,monarchy,"['king', 'ruled by government', 'europe', 'monarchy']","{'proba': ['0.8', '0.1', '0.05', '0.05'], 'response_idx': '0'}",0,monarchy,"['king', 'ruled by government', 'europe', 'monarchy']","{'proba': ['0.2', '0.1', '0.1', '0.6'], 'response_idx': '3'}",3,monarchy,"['king', 'ruled by government', 'europe', 'monarchy']",{'monarchy'},1.0,True
Which broadcasting company did Edward J Noble found?,"['abc tv channel', 'abc album', 'abcs', 'abc']",abc,0,trivia,0.75,"{'proba': ['0.3', '0.3', '0.3', '0.1'], 'response_idx': '1'}",1,abc,"['abc tv channel', 'abc album', 'abcs', 'abc']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,abc,"['abc tv channel', 'abc album', 'abcs', 'abc']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,abc,"['abc tv channel', 'abc album', 'abcs', 'abc']","{'proba': ['0.2', '0.2', '0.3', '0.3'], 'response_idx': '0'}",0,abc tv channel,"['abc tv channel', 'abc album', 'abcs', 'abc']","{'abc', 'abc tv channel'}",0.75,False
Who was deputy commander of the 1983 US invasion of Grenada?,"['schwarzkopf h norman jr', 'norman schwarzkopf', 'norman schwartzkopf', 'general schwartzkopf']",norman schwarzkopf,0,trivia,1.0,"{'proba': ['0.2', '0.3', '0.4', '0.1'], 'response_idx': '2'}",2,norman schwarzkopf,"['schwarzkopf h norman jr', 'norman schwarzkopf', 'norman schwartzkopf', 'general schwartzkopf']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,norman schwarzkopf,"['schwarzkopf h norman jr', 'norman schwarzkopf', 'norman schwartzkopf', 'general schwartzkopf']","{'proba': ['0.1', '0.7', '0.2', '0.0'], 'response_idx': '1'}",1,norman schwarzkopf,"['schwarzkopf h norman jr', 'norman schwarzkopf', 'norman schwartzkopf', 'general schwartzkopf']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,norman schwarzkopf,"['schwarzkopf h norman jr', 'norman schwarzkopf', 'norman schwartzkopf', 'general schwartzkopf']",{'norman schwarzkopf'},1.0,True
A bus traveled 280 kilometers between two cities. It left the first city at 3:00 p.m. and arrived at the second city at 7:00 p.m. What was the average speed of the bus during the trip?,"['40 km/h', '280 km/h', '70 km/h', '4 km/h']",70 km/h,0,arc,0.75,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,70 km/h,"['40 km/h', '280 km/h', '70 km/h', '4 km/h']","{'proba': ['0.95', '0.01', '0.01', '0.03'], 'response_idx': '0'}",0,280 km/h,"['40 km/h', '280 km/h', '70 km/h', '4 km/h']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '0'}",0,70 km/h,"['40 km/h', '280 km/h', '70 km/h', '4 km/h']","{'proba': ['0.1', '0.1', '0.8', '0.0'], 'response_idx': '2'}",2,70 km/h,"['40 km/h', '280 km/h', '70 km/h', '4 km/h']","{'280 km/h', '70 km/h'}",0.75,False
Which mass is undergoing the greatest amount of acceleration?,"['1 kg subjected to a force of 100 N', '100 kg subjected to a force of 100 N', '1 kg subjected to a force of 1 N', '100 kg subjected to a force of 1 N']",1 kg subjected to a force of 100 N,0,arc,0.5,"{'proba': ['0.0', '1.0', '0.0', '0.0'], 'response_idx': '1'}",1,1 kg subjected to a force of 100 N,"['1 kg subjected to a force of 100 N', '100 kg subjected to a force of 100 N', '1 kg subjected to a force of 1 N', '100 kg subjected to a force of 1 N']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,1 kg subjected to a force of 100 N,"['1 kg subjected to a force of 100 N', '100 kg subjected to a force of 100 N', '1 kg subjected to a force of 1 N', '100 kg subjected to a force of 1 N']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,100 kg subjected to a force of 100 N,"['1 kg subjected to a force of 100 N', '100 kg subjected to a force of 100 N', '1 kg subjected to a force of 1 N', '100 kg subjected to a force of 1 N']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,100 kg subjected to a force of 100 N,"['1 kg subjected to a force of 100 N', '100 kg subjected to a force of 100 N', '1 kg subjected to a force of 1 N', '100 kg subjected to a force of 1 N']","{'1 kg subjected to a force of 100 N', '100 kg subjected to a force of 100 N'}",0.75,False
A battleship can be sunk by an unseen torpedo fired by a what?,"['corvette', 'submarine', 'destroyer', 'frigate']",submarine,0,csqa,1.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,submarine,"['corvette', 'submarine', 'destroyer', 'frigate']","{'proba': ['0.2', '0.6', '0.1', '0.1'], 'response_idx': '1'}",1,submarine,"['corvette', 'submarine', 'destroyer', 'frigate']","{'proba': ['0.7', '0.1', '0.1', '0.1'], 'response_idx': '0'}",0,submarine,"['corvette', 'submarine', 'destroyer', 'frigate']","{'proba': ['0.2', '0.6', '0.1', '0.1'], 'response_idx': '1'}",1,submarine,"['corvette', 'submarine', 'destroyer', 'frigate']",{'submarine'},1.0,True
"Where is the Optimisticeskaja Cave, the second longest in the world?","['ukrainia', 'iso 3166 1 ua', 'ukraine', 'україна']",ukraine,0,trivia,0.75,"{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,ukraine,"['ukrainia', 'iso 3166 1 ua', 'ukraine', 'україна']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,україна,"['ukrainia', 'iso 3166 1 ua', 'ukraine', 'україна']","{'proba': ['0.6', '0.3', '0.05', '0.05'], 'response_idx': '0'}",0,ukraine,"['ukrainia', 'iso 3166 1 ua', 'ukraine', 'україна']","{'proba': ['0.1', '0.1', '0.8', '0.0'], 'response_idx': '2'}",2,ukraine,"['ukrainia', 'iso 3166 1 ua', 'ukraine', 'україна']","{'ukraine', 'україна'}",0.75,False
Where are people likely to leave a car in a parking lot for an extended time?,"['city', 'airport', 'swimming pool', 'shopping center']",airport,0,csqa,1.0,"{'proba': ['0.1', '0.7', '0.2', '0.0'], 'response_idx': '1'}",1,airport,"['city', 'airport', 'swimming pool', 'shopping center']","{'proba': ['0.05', '0.1', '0.8', '0.05'], 'response_idx': '2'}",2,airport,"['city', 'airport', 'swimming pool', 'shopping center']","{'proba': ['0.2', '0.3', '0.1', '0.4'], 'response_idx': '3'}",3,airport,"['city', 'airport', 'swimming pool', 'shopping center']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,airport,"['city', 'airport', 'swimming pool', 'shopping center']",{'airport'},1.0,True
"What do water, aluminum, redwood trees, and valley quail all have in common?","['They are all made of atoms.', 'They are all living creatures.', 'They are all pure elements.', 'They are all made of cells.']",They are all made of atoms.,0,arc,0.5,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,They are all made of atoms.,"['They are all made of atoms.', 'They are all living creatures.', 'They are all pure elements.', 'They are all made of cells.']","{'proba': ['0.2', '0.2', '0.2', '0.4'], 'response_idx': '3'}",3,They are all made of atoms.,"['They are all made of atoms.', 'They are all living creatures.', 'They are all pure elements.', 'They are all made of cells.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,They are all living creatures.,"['They are all made of atoms.', 'They are all living creatures.', 'They are all pure elements.', 'They are all made of cells.']","{'proba': ['0.3', '0.1', '0.4', '0.2'], 'response_idx': '2'}",2,They are all pure elements.,"['They are all made of atoms.', 'They are all living creatures.', 'They are all pure elements.', 'They are all made of cells.']","{'They are all living creatures.', 'They are all made of atoms.', 'They are all pure elements.'}",0.5,False
Who had a No 1 hit single with Together Forever?,"['rick ashley', 'richard paul astley', 'playlist very best of rick astley', 'rick astley']",rick astley,0,trivia,1.0,"{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,rick astley,"['rick ashley', 'richard paul astley', 'playlist very best of rick astley', 'rick astley']","{'proba': ['0.9', '0.05', '0.02', '0.03'], 'response_idx': '0'}",0,rick astley,"['rick ashley', 'richard paul astley', 'playlist very best of rick astley', 'rick astley']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,rick astley,"['rick ashley', 'richard paul astley', 'playlist very best of rick astley', 'rick astley']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,rick astley,"['rick ashley', 'richard paul astley', 'playlist very best of rick astley', 'rick astley']",{'rick astley'},1.0,True
Which was the first team to win three Super Bowls?,"['pittsburgh pirates football', 'pittsburgh steeler', 'pittsburgh steelers', 'steely mcbeam']",pittsburgh steelers,0,trivia,1.0,"{'proba': ['0.9', '0.05', '0.04', '0.01'], 'response_idx': '2'}",2,pittsburgh steelers,"['pittsburgh pirates football', 'pittsburgh steeler', 'pittsburgh steelers', 'steely mcbeam']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,pittsburgh steelers,"['pittsburgh pirates football', 'pittsburgh steeler', 'pittsburgh steelers', 'steely mcbeam']","{'proba': ['0.9', '0.05', '0.03', '0.02'], 'response_idx': '0'}",0,pittsburgh steelers,"['pittsburgh pirates football', 'pittsburgh steeler', 'pittsburgh steelers', 'steely mcbeam']","{'proba': ['0.1', '0.7', '0.2', '0.0'], 'response_idx': '2'}",2,pittsburgh steelers,"['pittsburgh pirates football', 'pittsburgh steeler', 'pittsburgh steelers', 'steely mcbeam']",{'pittsburgh steelers'},1.0,True
"Wang Jiaming from Beijing Chenjinglun High School says he is a lucky boy. He's happy that he's sitting the senior high school entrance exam   in 2014 instead of 2016.
On Oct 22, Beijing Municipal Commission of Education   announced that, from 2016, the English scores in the senior high school entrance exam will be reduced from 120 to 100. Of the 100 points, the listening ability scores will increase to 50. Meanwhile, the points for Chinese will increase from 120 to 150.
""The change won't affect me. I feel so lucky because English is my strongest subject,"" said Wang.
Why such a change? It places the importance on Chinese in our study, and reduces students' stress, said Li Yi, spokesman of the commission.
""The change will also push us to pay attention to the practical usage   of English,"" said Li. ""Students will be encouraged to learn to understand English menus and read English news on mobile phones.""
There isn't news that other cities will have the same change. But several places are making changes to English tests in the college entrance exams. For example, Shandong is considering taking out the listening part of the English exam in its college entrance exams.
But, ""being tested for less points doesn't mean the subject _ ,"" Bai Ping wrote in China Daily.
English has long been the world's most commonly used language. Former Chinese premier Zhu Rongji once said: ""In a globalizing economy  , if you cannot communicate with foreigners, how can one be part of the world economy?""
Wang Jiaming said he understood the change.
""Chinese, not English, is our mother tongue  ,"" he said. ""But still, I think English is both interesting and useful.""

What does Bai Ping think of the reforms  ?","['English is both interesting and useful.', 'They make students spend less time on English.', 'Studying English is still important for the students.', 'They make it harder to get a high score.']",Studying English is still important for the students.,0,race,0.75,"{'proba': ['0.1', '0.2', '0.1', '0.6'], 'response_idx': '3'}",3,English is both interesting and useful.,"['English is both interesting and useful.', 'They make students spend less time on English.', 'Studying English is still important for the students.', 'They make it harder to get a high score.']","{'proba': ['0.4', '0.1', '0.4', '0.1'], 'response_idx': '0'}",0,Studying English is still important for the students.,"['English is both interesting and useful.', 'They make students spend less time on English.', 'Studying English is still important for the students.', 'They make it harder to get a high score.']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,Studying English is still important for the students.,"['English is both interesting and useful.', 'They make students spend less time on English.', 'Studying English is still important for the students.', 'They make it harder to get a high score.']","{'proba': ['0.3', '0.2', '0.4', '0.1'], 'response_idx': '2'}",2,Studying English is still important for the students.,"['English is both interesting and useful.', 'They make students spend less time on English.', 'Studying English is still important for the students.', 'They make it harder to get a high score.']","{'Studying English is still important for the students.', 'English is both interesting and useful.'}",0.75,False
"Can you swim? Do you like swimming? Well, how can you learn to swim? I think the best way is to go into the water and learn. I'm afraid you'll never learn to swim just by reading books about Swimming or looking at others swimming. It's the same with the English study. We must practice, practice and practice.
Listening and speaking are very important for beginners. We can listen to English programs on radio. You may just understand a few words. It doesn't matter. Just be relaxed, try to catch every word.
Somebody may be a good listener, but he is afraid to speak because he's afraid of making mistakes. You know we sometimes make mistakes when we speak Chinese. Don't be afraid. We must be brave. If you really want to learn English well, you must try to speak with everyone as long as he knows English. When there's nobody to talk with, you can talk to yourself in English. It's interesting and also a good way to practice your spoken English. Remember, the more you speak, the fewer mistakes you'll make.
Reading and writing are more important for senior school students. First we must choose the books we're interested in. A lot of reading will improve your language sense. This is very important.
It's easier said than done. Well, let's do more practice from now on. I'm sure you'll learn English well in this way.
,A, B, C, D,. (10)

According to the passage, which of the following is TRUE?","['You can only learn English by listening.', 'Listening and speaking are very important for beginners.', 'Listening is very important while speaking is not.', ""The more you speak, the more mistakes you'll make.""]",Listening and speaking are very important for beginners.,0,race,1.0,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,Listening and speaking are very important for beginners.,"['You can only learn English by listening.', 'Listening and speaking are very important for beginners.', 'Listening is very important while speaking is not.', ""The more you speak, the more mistakes you'll make.""]","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,Listening and speaking are very important for beginners.,"['You can only learn English by listening.', 'Listening and speaking are very important for beginners.', 'Listening is very important while speaking is not.', ""The more you speak, the more mistakes you'll make.""]","{'proba': ['0.9', '0.05', '0.03', '0.02'], 'response_idx': '0'}",0,Listening and speaking are very important for beginners.,"['You can only learn English by listening.', 'Listening and speaking are very important for beginners.', 'Listening is very important while speaking is not.', ""The more you speak, the more mistakes you'll make.""]","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,Listening and speaking are very important for beginners.,"['You can only learn English by listening.', 'Listening and speaking are very important for beginners.', 'Listening is very important while speaking is not.', ""The more you speak, the more mistakes you'll make.""]",{'Listening and speaking are very important for beginners.'},1.0,True
Where can someone keep a small clock?,"['house', 'department store', 'lodge', 'desk']",desk,0,csqa,1.0,"{'proba': ['0.4', '0.1', '0.4', '0.1'], 'response_idx': '0'}",0,desk,"['house', 'department store', 'lodge', 'desk']","{'proba': ['0.4', '0.2', '0.2', '0.2'], 'response_idx': '0'}",0,desk,"['house', 'department store', 'lodge', 'desk']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,desk,"['house', 'department store', 'lodge', 'desk']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '3'}",3,desk,"['house', 'department store', 'lodge', 'desk']",{'desk'},1.0,True
"This is a picture of a classroom. The classroom is big and clean. You can see a teacher's desk, five desks and six chairs. You can see a girl and a boy, too.
Three books are on the teacher's desk. A pencil box is on the desk. Two pens and two rulers are in the pencil box. A schoolbag is under a chair. A ball is on the floor. The girl is Linda; she is 11. The boy is Mike, he is 12. They are in Class Two, Grade one. They are friends. Their teacher is Miss Green. She is not here.

_  is not in the picture.","['Miss Green', 'Mary', 'Linda', 'Mike']",Mary,0,race,0.75,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,Mary,"['Miss Green', 'Mary', 'Linda', 'Mike']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,Miss Green,"['Miss Green', 'Mary', 'Linda', 'Mike']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,Mary,"['Miss Green', 'Mary', 'Linda', 'Mike']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,Mary,"['Miss Green', 'Mary', 'Linda', 'Mike']","{'Miss Green', 'Mary'}",0.75,False
How would you start living life with someone else?,"['gone to jail', 'make love', 'get married', 'have children']",get married,0,csqa,1.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,get married,"['gone to jail', 'make love', 'get married', 'have children']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,get married,"['gone to jail', 'make love', 'get married', 'have children']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,get married,"['gone to jail', 'make love', 'get married', 'have children']","{'proba': ['0.1', '0.2', '0.6', '0.1'], 'response_idx': '2'}",2,get married,"['gone to jail', 'make love', 'get married', 'have children']",{'get married'},1.0,True
"You may see a beaver when visiting what state known as ""Big Sky Country""?","['kentucky', 'montana', 'canada woodlands', 'zoo']",montana,0,csqa,1.0,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,montana,"['kentucky', 'montana', 'canada woodlands', 'zoo']","{'proba': ['0.8', '0.05', '0.05', '0.1'], 'response_idx': '0'}",0,montana,"['kentucky', 'montana', 'canada woodlands', 'zoo']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,montana,"['kentucky', 'montana', 'canada woodlands', 'zoo']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,montana,"['kentucky', 'montana', 'canada woodlands', 'zoo']",{'montana'},1.0,True
Which liner launched in 1934 was the largest of her time?,"['queen maria', 'queen mary disambiguation', 'mary queen consort', 'queen mary']",queen mary,0,trivia,1.0,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,queen mary,"['queen maria', 'queen mary disambiguation', 'mary queen consort', 'queen mary']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,queen mary,"['queen maria', 'queen mary disambiguation', 'mary queen consort', 'queen mary']","{'proba': ['0.2', '0.2', '0.2', '0.4'], 'response_idx': '3'}",3,queen mary,"['queen maria', 'queen mary disambiguation', 'mary queen consort', 'queen mary']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,queen mary,"['queen maria', 'queen mary disambiguation', 'mary queen consort', 'queen mary']",{'queen mary'},1.0,True
"There are many sayings and metaphors about flirting, which one could be found in a machine shop?","['unwanted pregnancy', 'sparks fly', 'problems', 'feelings']",sparks fly,0,csqa,1.0,"{'proba': ['0.2', '0.2', '0.4', '0.2'], 'response_idx': '2'}",2,sparks fly,"['unwanted pregnancy', 'sparks fly', 'problems', 'feelings']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,sparks fly,"['unwanted pregnancy', 'sparks fly', 'problems', 'feelings']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,sparks fly,"['unwanted pregnancy', 'sparks fly', 'problems', 'feelings']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,sparks fly,"['unwanted pregnancy', 'sparks fly', 'problems', 'feelings']",{'sparks fly'},1.0,True
"Swamp plants die, fall to the ground, and are buried by other dying plants. Approximately how long would it take for plants to possibly become a fossil fuel?","['10,000 years', '1,000 years', '100,000 years', '1,000,000 years']","1,000,000 years",0,arc,0.25,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,"10,000 years","['10,000 years', '1,000 years', '100,000 years', '1,000,000 years']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,"100,000 years","['10,000 years', '1,000 years', '100,000 years', '1,000,000 years']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,"1,000,000 years","['10,000 years', '1,000 years', '100,000 years', '1,000,000 years']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,"100,000 years","['10,000 years', '1,000 years', '100,000 years', '1,000,000 years']","{'100,000 years', '10,000 years', '1,000,000 years'}",0.5,False
"In 2005, a team of scientists discovered a photosynthetic bacteria living near the molten lava of a thermal vent ecosystem deep in the Pacific Ocean. The bacteria lived 2400 meters below the surface of the ocean, yet made energy from photosynthesis. Which conclusion best explains the results?","['The hydrothermal vent emits usable light.', 'Photosynthesis can occur without light.', ""The bacteria used to live at the ocean's surface."", 'High water pressure can power photosynthesis.']",The hydrothermal vent emits usable light.,0,arc,0.0,"{'proba': ['0.7', '0.1', '0.1', '0.1'], 'response_idx': '0'}",0,Photosynthesis can occur without light.,"['The hydrothermal vent emits usable light.', 'Photosynthesis can occur without light.', ""The bacteria used to live at the ocean's surface."", 'High water pressure can power photosynthesis.']","{'proba': ['0.9', '0.05', '0.02', '0.03'], 'response_idx': '0'}",0,Photosynthesis can occur without light.,"['The hydrothermal vent emits usable light.', 'Photosynthesis can occur without light.', ""The bacteria used to live at the ocean's surface."", 'High water pressure can power photosynthesis.']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,Photosynthesis can occur without light.,"['The hydrothermal vent emits usable light.', 'Photosynthesis can occur without light.', ""The bacteria used to live at the ocean's surface."", 'High water pressure can power photosynthesis.']","{'proba': ['0.2', '0.6', '0.1', '0.1'], 'response_idx': '1'}",1,Photosynthesis can occur without light.,"['The hydrothermal vent emits usable light.', 'Photosynthesis can occur without light.', ""The bacteria used to live at the ocean's surface."", 'High water pressure can power photosynthesis.']",{'Photosynthesis can occur without light.'},1.0,False
Which of these is a composite material?,"['a bronze statue', 'a glass window', 'an aluminum can', 'a fiberglass bumper']",a fiberglass bumper,0,arc,1.0,"{'proba': ['0.2', '0.2', '0.2', '0.4'], 'response_idx': '3'}",3,a fiberglass bumper,"['a bronze statue', 'a glass window', 'an aluminum can', 'a fiberglass bumper']","{'proba': ['0.1', '0.3', '0.5', '0.1'], 'response_idx': '2'}",2,a fiberglass bumper,"['a bronze statue', 'a glass window', 'an aluminum can', 'a fiberglass bumper']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,a fiberglass bumper,"['a bronze statue', 'a glass window', 'an aluminum can', 'a fiberglass bumper']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,a fiberglass bumper,"['a bronze statue', 'a glass window', 'an aluminum can', 'a fiberglass bumper']",{'a fiberglass bumper'},1.0,True
How would a human be feeling if they were smiling and whistling?,"['sad', 'homes', 'shopping mall', 'good mood']",good mood,0,csqa,1.0,"{'proba': ['0.1', '0.8', '0.05', '0.05'], 'response_idx': '1'}",1,good mood,"['sad', 'homes', 'shopping mall', 'good mood']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,good mood,"['sad', 'homes', 'shopping mall', 'good mood']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,good mood,"['sad', 'homes', 'shopping mall', 'good mood']","{'response_idx': 3, 'proba': ['0.1', '0.1', '0.1', '0.7']}",3,good mood,"['sad', 'homes', 'shopping mall', 'good mood']",{'good mood'},1.0,True
"In an investigation, which of these procedures is most important in reaching a conclusion?","['classifying and sequencing methods', 'developing multiple hypotheses', 'predicting the most likely outcome', 'evaluating and interpreting data']",evaluating and interpreting data,0,arc,1.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,evaluating and interpreting data,"['classifying and sequencing methods', 'developing multiple hypotheses', 'predicting the most likely outcome', 'evaluating and interpreting data']","{'proba': ['0.2', '0.2', '0.2', '0.4'], 'response_idx': '3'}",3,evaluating and interpreting data,"['classifying and sequencing methods', 'developing multiple hypotheses', 'predicting the most likely outcome', 'evaluating and interpreting data']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,evaluating and interpreting data,"['classifying and sequencing methods', 'developing multiple hypotheses', 'predicting the most likely outcome', 'evaluating and interpreting data']","{'proba': ['0.2', '0.3', '0.1', '0.4'], 'response_idx': '3'}",3,evaluating and interpreting data,"['classifying and sequencing methods', 'developing multiple hypotheses', 'predicting the most likely outcome', 'evaluating and interpreting data']",{'evaluating and interpreting data'},1.0,True
