question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
Where can you buy sports equipment tools and a lawn mower at the mall?,"['museum', 'sporting goods store', 'sears', 'school']",sears,0,csqa,0.25,"{'proba': [0.7, 0.05, 0.05, 0.2], 'response_idx': 0}",0,sporting goods store,"['museum', 'sporting goods store', 'sears', 'school']","{'proba': [0.6, 0.05, 0.3, 0.05], 'response_idx': 0}",0,sears,"['museum', 'sporting goods store', 'sears', 'school']","{'proba': [0.7, 0.05, 0.2, 0.05], 'response_idx': 0}",0,sporting goods store,"['museum', 'sporting goods store', 'sears', 'school']","{'proba': [0.05, 0.7, 0.2, 0.05], 'response_idx': 1}",1,sporting goods store,"['museum', 'sporting goods store', 'sears', 'school']","{'sears', 'sporting goods store'}",0.75,False
All of these are examples of the ways Earth and the Moon interact except,"['the phases of the Moon.', 'the tides on Earth.', 'seasons on Earth.', 'lunar eclipses.']",seasons on Earth.,0,arc,1.0,"{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 1}",1,seasons on Earth.,"['the phases of the Moon.', 'the tides on Earth.', 'seasons on Earth.', 'lunar eclipses.']","{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 3}",3,seasons on Earth.,"['the phases of the Moon.', 'the tides on Earth.', 'seasons on Earth.', 'lunar eclipses.']","{'proba': [0.1, 0.2, 0.3, 0.4], 'response_idx': 3}",3,seasons on Earth.,"['the phases of the Moon.', 'the tides on Earth.', 'seasons on Earth.', 'lunar eclipses.']","{'proba': [0.2, 0.2, 0.6, 0.0], 'response_idx': 2}",2,seasons on Earth.,"['the phases of the Moon.', 'the tides on Earth.', 'seasons on Earth.', 'lunar eclipses.']",{'seasons on Earth.'},1.0,True
"Scientists   think that many animals cannot see colours. The world is black and white to them. Scientists want to find out if   dogs can see colours. When the scientists give the dogs food, they show them a certain colour every time. The dogs get ready to eat when they see this colour. The scientists then show the dogs another colour. Again the dogs get ready to eat. The colours are all the same to them.
Colours are not all the same to monkeys. For example, if we put food in a red box, and do this every day, a monkey will always go to the red box to get food. If we put food in a blue box, the monkey won't go to it.

If we put food in a blue box and do this every day, a monkey will always go to   _  .","['the red box and put food in it', 'the blue box and put food in it', 'the blue box to get food', 'the red box to get food']",the blue box to get food,0,race,0.25,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,the red box to get food,"['the red box and put food in it', 'the blue box and put food in it', 'the blue box to get food', 'the red box to get food']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,the blue box and put food in it,"['the red box and put food in it', 'the blue box and put food in it', 'the blue box to get food', 'the red box to get food']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,the red box to get food,"['the red box and put food in it', 'the blue box and put food in it', 'the blue box to get food', 'the red box to get food']","{'proba': [0.0, 0.0, 0.9, 0.1], 'response_idx': 2}",2,the blue box to get food,"['the red box and put food in it', 'the blue box and put food in it', 'the blue box to get food', 'the red box to get food']","{'the blue box and put food in it', 'the red box to get food', 'the blue box to get food'}",0.5,False
"People often like collecting things. Collecting stamps, books, pictures and pens are some common hobbies. I know many kinds of collections. but do you know the collection of clocks? My friend Mr. Clock, a short man, has the hobby. He has one thousand five hundred clocks.
There are clocks here and there in his house. You can see lots of clocks on shelves. As there is not enough room for so many clocks, the man has to put clocks into some boxes under the beds in his house.
Mr. Clock likes his large collection of clocks, but his wife,Mrs. Clock does not enjoy them at all. She complains every day because she has to do much work,for it is not easy to clean hundreds of clocks. She also complains about the noise. Each clock keeps a different time. So she can hear the chimes almost any time day and night. There is something even worse. With so many clocks around, she is never able to know the correct time!

Mrs. Clock complains every day because   _  .","['she can hear the chimes any time at home', ""she can't know the correct time"", 'she has to clean many clocks', 'A, B and C']","A, B and C",0,race,1.0,"{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 3}",3,"A, B and C","['she can hear the chimes any time at home', ""she can't know the correct time"", 'she has to clean many clocks', 'A, B and C']","{'proba': [0.2, 0.3, 0.1, 0.4], 'response_idx': 2}",2,"A, B and C","['she can hear the chimes any time at home', ""she can't know the correct time"", 'she has to clean many clocks', 'A, B and C']","{'proba': [0.2, 0.3, 0.3, 0.2], 'response_idx': 3}",3,"A, B and C","['she can hear the chimes any time at home', ""she can't know the correct time"", 'she has to clean many clocks', 'A, B and C']","{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 3}",3,"A, B and C","['she can hear the chimes any time at home', ""she can't know the correct time"", 'she has to clean many clocks', 'A, B and C']","{'A, B and C'}",1.0,True
What is one way to change water from a liquid to a solid?,"['increase the temperature', 'increase the mass', 'decrease the temperature', 'decrease the mass']",decrease the temperature,0,arc,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,decrease the temperature,"['increase the temperature', 'increase the mass', 'decrease the temperature', 'decrease the mass']","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,decrease the temperature,"['increase the temperature', 'increase the mass', 'decrease the temperature', 'decrease the mass']","{'proba': [0.05, 0.9, 0.025, 0.025], 'response_idx': 1}",1,decrease the temperature,"['increase the temperature', 'increase the mass', 'decrease the temperature', 'decrease the mass']","{'proba': [0.05, 0.05, 0.85, 0.05], 'response_idx': 2}",2,decrease the temperature,"['increase the temperature', 'increase the mass', 'decrease the temperature', 'decrease the mass']",{'decrease the temperature'},1.0,True
Who was the first black American to win the Nobel peace prize?,"['ralph johnson bunche', 'ralph j bunche', 'dr ralph bunche', 'ralph bunche']",ralph bunche,0,trivia,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,ralph bunche,"['ralph johnson bunche', 'ralph j bunche', 'dr ralph bunche', 'ralph bunche']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,ralph bunche,"['ralph johnson bunche', 'ralph j bunche', 'dr ralph bunche', 'ralph bunche']","{'proba': [0.1, 0.4, 0.2, 0.3], 'response_idx': 1}",1,ralph bunche,"['ralph johnson bunche', 'ralph j bunche', 'dr ralph bunche', 'ralph bunche']","{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 3}",3,ralph bunche,"['ralph johnson bunche', 'ralph j bunche', 'dr ralph bunche', 'ralph bunche']",{'ralph bunche'},1.0,True
"She felt like she was getting a cold, she was not looking forward to this what?","['illness', 'let down', 'satisfaction', 'gratitude']",illness,0,csqa,1.0,"{'proba': [0.1, 0.2, 0.6, 0.1], 'response_idx': 2}",2,illness,"['illness', 'let down', 'satisfaction', 'gratitude']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,illness,"['illness', 'let down', 'satisfaction', 'gratitude']","{'proba': [0.8, 0.05, 0.1, 0.05], 'response_idx': 0}",0,illness,"['illness', 'let down', 'satisfaction', 'gratitude']","{'proba': [0.6, 0.2, 0.1, 0.1], 'response_idx': 0}",0,illness,"['illness', 'let down', 'satisfaction', 'gratitude']",{'illness'},1.0,True
A person who wants to make more at their job but can't will often need to find a what?,"['own house', 'save money', 'win lottery', 'better job']",better job,0,csqa,1.0,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,better job,"['own house', 'save money', 'win lottery', 'better job']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,better job,"['own house', 'save money', 'win lottery', 'better job']","{'proba': [0.1, 0.05, 0.8, 0.05], 'response_idx': 2}",2,better job,"['own house', 'save money', 'win lottery', 'better job']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,better job,"['own house', 'save money', 'win lottery', 'better job']",{'better job'},1.0,True
"If a new moon occurred on June 2, when will the next new moon occur?","['June 23', 'June 28', 'June 15', 'June 30']",June 30,0,arc,0.25,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,June 23,"['June 23', 'June 28', 'June 15', 'June 30']","{'proba': [0.1, 0.2, 0.3, 0.4], 'response_idx': 2}",2,June 28,"['June 23', 'June 28', 'June 15', 'June 30']","{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 2}",2,June 30,"['June 23', 'June 28', 'June 15', 'June 30']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,June 15,"['June 23', 'June 28', 'June 15', 'June 30']","{'June 15', 'June 28', 'June 23', 'June 30'}",0.25,False
"The apple tree was located outside the car factory, it was one of many where?","['oregon', 'detroit', 'india', 'maine']",detroit,0,csqa,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,detroit,"['oregon', 'detroit', 'india', 'maine']","{'proba': [0.1, 0.6, 0.1, 0.2], 'response_idx': 1}",1,detroit,"['oregon', 'detroit', 'india', 'maine']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,detroit,"['oregon', 'detroit', 'india', 'maine']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,detroit,"['oregon', 'detroit', 'india', 'maine']",{'detroit'},1.0,True
"The munitions were loaded onto the launch platform, where were they?","['at cape canaveral', 'battleship', 'kitchen', 'trapeze']",battleship,0,csqa,0.0,"{'proba': [0.85, 0.05, 0.05, 0.05], 'response_idx': 0}",0,at cape canaveral,"['at cape canaveral', 'battleship', 'kitchen', 'trapeze']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,at cape canaveral,"['at cape canaveral', 'battleship', 'kitchen', 'trapeze']","{'proba': [0.05, 0.1, 0.8, 0.05], 'response_idx': 2}",2,at cape canaveral,"['at cape canaveral', 'battleship', 'kitchen', 'trapeze']","{'proba': [0.85, 0.05, 0.05, 0.05], 'response_idx': 0}",0,at cape canaveral,"['at cape canaveral', 'battleship', 'kitchen', 'trapeze']",{'at cape canaveral'},1.0,False
Children like to play. They can easily do what?,"['go to movies', 'have fun', 'read to', 'imagine']",imagine,0,csqa,0.0,"{'proba': [0.05, 0.6, 0.25, 0.1], 'response_idx': 1}",1,have fun,"['go to movies', 'have fun', 'read to', 'imagine']","{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 1}",1,have fun,"['go to movies', 'have fun', 'read to', 'imagine']","{'proba': [0.4, 0.1, 0.4, 0.1], 'response_idx': 0}",0,have fun,"['go to movies', 'have fun', 'read to', 'imagine']","{'proba': [0.1, 0.5, 0.1, 0.3], 'response_idx': 1}",1,have fun,"['go to movies', 'have fun', 'read to', 'imagine']",{'have fun'},1.0,False
In which film did David Niven play James Bond?,"['casino royal', 'casino royale disambiguation', 'casino royale', 'casino royale film']",casino royale,0,trivia,0.5,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,casino royale,"['casino royal', 'casino royale disambiguation', 'casino royale', 'casino royale film']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,casino royale film,"['casino royal', 'casino royale disambiguation', 'casino royale', 'casino royale film']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,casino royale film,"['casino royal', 'casino royale disambiguation', 'casino royale', 'casino royale film']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,casino royale,"['casino royal', 'casino royale disambiguation', 'casino royale', 'casino royale film']","{'casino royale', 'casino royale film'}",0.75,False
"A man from a big city with a new cart and a beautiful pair of horses was driving along a country road . He did not give much attention to where he was going. Very soon he knew he lost his way, but he kept on driving hoping he would meet someone or find his way back.
It was a long way. For many hours he kept on driving. When it was almost dark he saw a farmer who was working in a field. He stopped and shouted, ""Hello, farmer!"" ""Hello, yourself!"" the farmer answered, still working.
""Where does this road go?""
""I have never seen it go anywhere. It always stays where it is."" said the farmer, without stopping his work.
""How far is it to the next town?"" said the stranger, with a little louder voice.
""I don't know. I've never measured   it ."" Answered the farmer.
By the time the city man was getting angry. ""What do you know? You're the biggest fool I've seen.""
The farmer stopped and turned and looked for a while at the man. Then he said, ""Maybe I do not know much, perhaps I'm a fool. But at least I'm not lost.""

. ""I'm not lost"" means ""  _  "".","[""I'm not a fool."", ""I haven't lost my way."", ""I haven't lost anything."", ""I haven't lost myself""]",I haven't lost my way.,0,race,1.0,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,I haven't lost my way.,"[""I'm not a fool."", ""I haven't lost my way."", ""I haven't lost anything."", ""I haven't lost myself""]","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,I haven't lost my way.,"[""I'm not a fool."", ""I haven't lost my way."", ""I haven't lost anything."", ""I haven't lost myself""]","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,I haven't lost my way.,"[""I'm not a fool."", ""I haven't lost my way."", ""I haven't lost anything."", ""I haven't lost myself""]","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,I haven't lost my way.,"[""I'm not a fool."", ""I haven't lost my way."", ""I haven't lost anything."", ""I haven't lost myself""]","{""I haven't lost my way.""}",1.0,True
In which state is Camp David?,"['maryland', 'murda land', '7th state', 'transport in maryland']",maryland,0,trivia,1.0,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,maryland,"['maryland', 'murda land', '7th state', 'transport in maryland']","{'proba': [0.9, 0.05, 0.02, 0.03], 'response_idx': 0}",0,maryland,"['maryland', 'murda land', '7th state', 'transport in maryland']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,maryland,"['maryland', 'murda land', '7th state', 'transport in maryland']","{'proba': [0.9, 0.0, 0.0, 0.1], 'response_idx': 0}",0,maryland,"['maryland', 'murda land', '7th state', 'transport in maryland']",{'maryland'},1.0,True
Wind is becoming more common as a source of energy. Wind farms require large open spaces for the wind turbines. A negative consequence of this technology is wind turbines,"['are a renewable source of energy.', 'are an inexpensive source of energy.', 'cause little pollution to the environment.', 'may hurt the flying animals in the area.']",may hurt the flying animals in the area.,0,arc,1.0,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,may hurt the flying animals in the area.,"['are a renewable source of energy.', 'are an inexpensive source of energy.', 'cause little pollution to the environment.', 'may hurt the flying animals in the area.']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,may hurt the flying animals in the area.,"['are a renewable source of energy.', 'are an inexpensive source of energy.', 'cause little pollution to the environment.', 'may hurt the flying animals in the area.']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,may hurt the flying animals in the area.,"['are a renewable source of energy.', 'are an inexpensive source of energy.', 'cause little pollution to the environment.', 'may hurt the flying animals in the area.']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,may hurt the flying animals in the area.,"['are a renewable source of energy.', 'are an inexpensive source of energy.', 'cause little pollution to the environment.', 'may hurt the flying animals in the area.']",{'may hurt the flying animals in the area.'},1.0,True
In which country did Argentina first win soccer's World Cup?,"['argentina 1978', '1978 football world cup', '1978 world cup finals', 'world cup 1978']",argentina 1978,0,trivia,0.75,"{'proba': [0.1, 0.3, 0.4, 0.2], 'response_idx': 1}",1,1978 football world cup,"['argentina 1978', '1978 football world cup', '1978 world cup finals', 'world cup 1978']","{'proba': [0.1, 0.3, 0.1, 0.5], 'response_idx': 3}",3,argentina 1978,"['argentina 1978', '1978 football world cup', '1978 world cup finals', 'world cup 1978']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,argentina 1978,"['argentina 1978', '1978 football world cup', '1978 world cup finals', 'world cup 1978']","{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 0}",0,argentina 1978,"['argentina 1978', '1978 football world cup', '1978 world cup finals', 'world cup 1978']","{'argentina 1978', '1978 football world cup'}",0.75,False
What was the hardest thing for her to do while learning to ski?,"['maintain balance', 'slip on ice', 'sweat', 'fall over']",maintain balance,0,csqa,1.0,"{'proba': [0.6, 0.1, 0.1, 0.2], 'response_idx': 0}",0,maintain balance,"['maintain balance', 'slip on ice', 'sweat', 'fall over']","{'proba': [0.1, 0.6, 0.1, 0.2], 'response_idx': 1}",1,maintain balance,"['maintain balance', 'slip on ice', 'sweat', 'fall over']","{'proba': [0.1, 0.2, 0.3, 0.4], 'response_idx': 3}",3,maintain balance,"['maintain balance', 'slip on ice', 'sweat', 'fall over']","{'proba': [0.5, 0.1, 0.1, 0.3], 'response_idx': 0}",0,maintain balance,"['maintain balance', 'slip on ice', 'sweat', 'fall over']",{'maintain balance'},1.0,True
"He read book after book, he always liked to do what things?","['bored', 'learn new', 'enjoyable', 'learn to read']",learn new,0,csqa,1.0,"{'proba': [0.1, 0.1, 0.6, 0.2], 'response_idx': 2}",2,learn new,"['bored', 'learn new', 'enjoyable', 'learn to read']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,learn new,"['bored', 'learn new', 'enjoyable', 'learn to read']","{'proba': [0.1, 0.5, 0.2, 0.2], 'response_idx': 1}",1,learn new,"['bored', 'learn new', 'enjoyable', 'learn to read']","{'proba': [0.1, 0.5, 0.2, 0.2], 'response_idx': 1}",1,learn new,"['bored', 'learn new', 'enjoyable', 'learn to read']",{'learn new'},1.0,True
"Bob is 11 years old. He goes to a boarding school . He stays at school five days a week. He is in the baseball club and music club. He likes playing baseball very much and he is good at singing and playing instruments . He can play the violin , the piano and the guitar well. His parents, Mr. and Mrs. Smith, are music teachers. They teach in another school. They like music very much and are successful in music. They often sing at singing shows on TV. Bob's sister, Mary, is 5. She can sing a lot of songs. She can dance well, too. She says she wants to be a musician  and a famous dancer.

Mary is good at   _   .","['drawing', 'piano', 'dancing', 'teaching']",dancing,0,race,1.0,"{'proba': [0.9, 0.05, 0.02, 0.03], 'response_idx': 0}",0,dancing,"['drawing', 'piano', 'dancing', 'teaching']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,dancing,"['drawing', 'piano', 'dancing', 'teaching']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,dancing,"['drawing', 'piano', 'dancing', 'teaching']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,dancing,"['drawing', 'piano', 'dancing', 'teaching']",{'dancing'},1.0,True
Where are you likely to find a sideboard filled with serving dishes?,"['home', 'dining room', 'storage of candles', 'kitchen']",dining room,0,csqa,1.0,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,dining room,"['home', 'dining room', 'storage of candles', 'kitchen']","{'proba': [0.8, 0.05, 0.1, 0.05], 'response_idx': 0}",0,dining room,"['home', 'dining room', 'storage of candles', 'kitchen']","{'proba': [0.1, 0.2, 0.05, 0.65], 'response_idx': 3}",3,dining room,"['home', 'dining room', 'storage of candles', 'kitchen']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,dining room,"['home', 'dining room', 'storage of candles', 'kitchen']",{'dining room'},1.0,True
Weather forecasts are more accurate today than in the past due to,"['air-quality control', 'global warming', 'plate tectonics', 'use of images from space']",use of images from space,0,arc,1.0,"{'proba': [0.05, 0.1, 0.8, 0.05], 'response_idx': 2}",2,use of images from space,"['air-quality control', 'global warming', 'plate tectonics', 'use of images from space']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,use of images from space,"['air-quality control', 'global warming', 'plate tectonics', 'use of images from space']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,use of images from space,"['air-quality control', 'global warming', 'plate tectonics', 'use of images from space']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,use of images from space,"['air-quality control', 'global warming', 'plate tectonics', 'use of images from space']",{'use of images from space'},1.0,True
"Soon it would be the holidays. But before that, there was the end of year exams. All the students worked hard for some time. If they didn't pass, they would have to take the exams in September again. Some students failed, but Kate decided not to be one of them. She worked hard all day, but just before the exams she was working so hard that her sister was worried about her. She was staying up too late . The night before the first exam, Barbala insisted that she should have an early night and take a sleeping pill. She promised to wake her in the morning.
As she was falling asleep, Kate was worried in case she over-slept. Her mind kept jumping from subject to subject. At last, with the help of the pill, she fell asleep. she was sitting in the examination hall, looking at the paper. She couldn't answer any of the questions. Everyone round her was writing pages and pages. However hard she thought, she couldn't find anything to write about. She kept looking at her watch. Time was running out. There was only one hour left. She started one question, wrote two sentences, gave up and tried another one. With only half an hour left she wrote another two sentences. By this time she was so worried that she started crying. Her whole body shook(,). It shook so much that it woke her up. She was still in bed and it had all been a terrible dream. A minute later, Barbala called her name.

Kate dreamed a terrible dream simply because   _  .","['she was too worried about her exams.', 'she had taken a sleeping pill.', 'she did not pass the exams.', 'her sister had forgotten to wake her up.']",she was too worried about her exams.,0,race,1.0,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,she was too worried about her exams.,"['she was too worried about her exams.', 'she had taken a sleeping pill.', 'she did not pass the exams.', 'her sister had forgotten to wake her up.']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,she was too worried about her exams.,"['she was too worried about her exams.', 'she had taken a sleeping pill.', 'she did not pass the exams.', 'her sister had forgotten to wake her up.']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,she was too worried about her exams.,"['she was too worried about her exams.', 'she had taken a sleeping pill.', 'she did not pass the exams.', 'her sister had forgotten to wake her up.']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,she was too worried about her exams.,"['she was too worried about her exams.', 'she had taken a sleeping pill.', 'she did not pass the exams.', 'her sister had forgotten to wake her up.']",{'she was too worried about her exams.'},1.0,True
The word anchorman was credited by Sig Michelson about which CBS News Legend?,"['walter cronkite', 'walter leland cronkite jr', 'walter leland cronkite', 'old ironpants']",walter cronkite,0,trivia,1.0,"{'proba': [0.4, 0.4, 0.1, 0.1], 'response_idx': 1}",1,walter cronkite,"['walter cronkite', 'walter leland cronkite jr', 'walter leland cronkite', 'old ironpants']","{'proba': [0.1, 0.7, 0.2, 0.0], 'response_idx': 1}",1,walter cronkite,"['walter cronkite', 'walter leland cronkite jr', 'walter leland cronkite', 'old ironpants']","{'proba': [0.1, 0.3, 0.1, 0.5], 'response_idx': 3}",3,walter cronkite,"['walter cronkite', 'walter leland cronkite jr', 'walter leland cronkite', 'old ironpants']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,walter cronkite,"['walter cronkite', 'walter leland cronkite jr', 'walter leland cronkite', 'old ironpants']",{'walter cronkite'},1.0,True
What is the result of instituting civil action?,"['going to court', 'hurt feelings', 'sandwiches', 'bad feelings']",going to court,0,csqa,1.0,"{'proba': [0.1, 0.0, 0.1, 0.8], 'response_idx': 3}",3,going to court,"['going to court', 'hurt feelings', 'sandwiches', 'bad feelings']","{'proba': [0.05, 0.1, 0.8, 0.05], 'response_idx': 2}",2,going to court,"['going to court', 'hurt feelings', 'sandwiches', 'bad feelings']","{'proba': [0.1, 0.8, 0.1, 0.0], 'response_idx': 1}",1,going to court,"['going to court', 'hurt feelings', 'sandwiches', 'bad feelings']","{'proba': [0.8, 0.1, 0.0, 0.1], 'response_idx': 0}",0,going to court,"['going to court', 'hurt feelings', 'sandwiches', 'bad feelings']",{'going to court'},1.0,True
Where is the biological magnification of pollutants most likely to be the greatest?,"['in an open ocean', 'in an estuary', 'at a hydrothermal vent', 'at an intertidal zone']",in an estuary,0,arc,0.5,"{'proba': [0.1, 0.2, 0.3, 0.4], 'response_idx': 3}",3,at a hydrothermal vent,"['in an open ocean', 'in an estuary', 'at a hydrothermal vent', 'at an intertidal zone']","{'proba': [0.1, 0.1, 0.6, 0.2], 'response_idx': 2}",2,in an estuary,"['in an open ocean', 'in an estuary', 'at a hydrothermal vent', 'at an intertidal zone']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,in an open ocean,"['in an open ocean', 'in an estuary', 'at a hydrothermal vent', 'at an intertidal zone']","{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 1}",1,in an estuary,"['in an open ocean', 'in an estuary', 'at a hydrothermal vent', 'at an intertidal zone']","{'at a hydrothermal vent', 'in an open ocean', 'in an estuary'}",0.5,False
"Geography is the study of Earth and its climates. Scientists use it to study global warming and track the weather. Governments use it to learn where people live and work and to plan what to do with the land. It is now easier than ever to use geography because of a science called space technology.
The United States launched its first satellite in 1958. Some space missions that followed were geographical studies. In fact, earth science is a big part of the work of the National Aeronautics and Space Administration (NASA).
Astronauts looked out of the space shuttle. They decided to take photographs of Earth from their vantage point. Over the years, picture quality improved. Shuttle photography now shows land features, such as rivers. It can even show the streets of large cities. Photos of the same places at different times show how the land is changing.
NASA does not use just photographs, though. In 1958 it launched TIROS (the Television Infrared Observation Satellite). This first use of a satellite to study Earth was effective in giving weather forecasts. It led to the creation of new space tools to use in geography.
The Landsat Program began in 1972. This satellite sent detailed views of Earth from space. The pictures were so precise that scientists could count the number and kinds of crops in a field. Landsat showed where Earth's surface had faults along which earthquakes might happen. This information helped in the planning of new cities and factories. Landsat also made discoveries. In Antarctica it located ranges of unknown mountains. It pinpointed small lakes in Virginia that were no ton maps. Landsat, now more advanced, still flies today.
Another space tool is Earth Observing-1 (EO-1). This spacecraft flies right behind Landsat. It takes pictures of the same sites. The two sets of pictures, viewed together, show how cities grow and how other places, such as rain forests, become smaller over time. This helps scientists learn how people affect geography.
One of the newest space tools is the Geographical Information Systems (GIS). GIS is computer software that helps scientists to study Earth. GIS is different from earlier space tools. Businesses, schools, and even average people -- not just the government --can use it to show them how changes in the planet might affect them.

EO-1 takes photographs of the same places as Landsat because   _  .","['Landsat is out of date and new pictures are needed', 'the two groups of pictures can show the changes of Earth', ""Landsat can't send detailed views of Earth from space"", 'EO-1 is practicing for future photography missions']",the two groups of pictures can show the changes of Earth,0,race,1.0,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,the two groups of pictures can show the changes of Earth,"['Landsat is out of date and new pictures are needed', 'the two groups of pictures can show the changes of Earth', ""Landsat can't send detailed views of Earth from space"", 'EO-1 is practicing for future photography missions']","{'proba': [0.75, 0.05, 0.05, 0.15], 'response_idx': 0}",0,the two groups of pictures can show the changes of Earth,"['Landsat is out of date and new pictures are needed', 'the two groups of pictures can show the changes of Earth', ""Landsat can't send detailed views of Earth from space"", 'EO-1 is practicing for future photography missions']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,the two groups of pictures can show the changes of Earth,"['Landsat is out of date and new pictures are needed', 'the two groups of pictures can show the changes of Earth', ""Landsat can't send detailed views of Earth from space"", 'EO-1 is practicing for future photography missions']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,the two groups of pictures can show the changes of Earth,"['Landsat is out of date and new pictures are needed', 'the two groups of pictures can show the changes of Earth', ""Landsat can't send detailed views of Earth from space"", 'EO-1 is practicing for future photography missions']",{'the two groups of pictures can show the changes of Earth'},1.0,True
What is a mobile launching platform found in the ocean?,"['launch pad', 'circus', 'aircraft carrier', 'space station']",aircraft carrier,0,csqa,1.0,"{'proba': [0.1, 0.05, 0.8, 0.05], 'response_idx': 2}",2,aircraft carrier,"['launch pad', 'circus', 'aircraft carrier', 'space station']","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,aircraft carrier,"['launch pad', 'circus', 'aircraft carrier', 'space station']","{'proba': [0.1, 0.8, 0.0, 0.1], 'response_idx': 1}",1,aircraft carrier,"['launch pad', 'circus', 'aircraft carrier', 'space station']","{'proba': [0.1, 0.0, 0.8, 0.1], 'response_idx': 2}",2,aircraft carrier,"['launch pad', 'circus', 'aircraft carrier', 'space station']",{'aircraft carrier'},1.0,True
